Unnamed: 0,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntCoke,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,tanggal_dummy,Usia,Is_Couple,Is_SMA,Anak,cmp_masuk,Spent,deals_rate,conversion_rate,rentang
613,613,6222,1967,S1,Menikah,22574000.0,2,1,2013-10-28,28,25000,0,8000,2000,0,2000,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2013-11-25,47,1,0,3,0,37000,0.2857142857142857,0.2222222222222222,Tua
614,614,10299,1969,S3,Lajang,48240000.0,0,0,2012-11-09,73,389000,91000,248000,64000,49000,41000,3,6,3,13,5,0,0,0,0,0,0,3,11,1,2013-01-21,45,0,0,0,0,882000,0.12,0.5454545454545454,Tua
615,615,3083,1974,S1,Menikah,45837000.0,1,1,2013-07-26,88,215000,13000,87000,17000,17000,24000,5,6,2,5,7,0,0,0,0,0,0,3,11,0,2013-10-22,40,1,0,2,0,373000,0.2777777777777778,0.46153846153846156,Tua
616,616,8953,1965,S2,Lajang,35791000.0,2,1,2013-05-06,94,27000,0,5000,0,0,3000,2,1,0,3,8,0,0,0,0,0,0,3,11,0,2013-08-08,49,0,0,3,0,35000,0.3333333333333333,0.1111111111111111,Tua
618,618,8650,1978,S1,Janda,54162000.0,1,1,2013-03-18,31,5000,6000,10000,6000,5000,10000,1,1,0,3,4,0,0,0,0,0,0,3,11,0,2013-04-18,36,0,0,2,0,42000,0.2,0.2,Tua
619,619,10862,1960,S2,Menikah,30522000.0,0,1,2012-08-17,6,179000,8000,83000,19000,11000,26000,5,1,2,9,2,0,0,0,0,0,0,3,11,0,2012-08-23,54,1,0,1,0,326000,0.29411764705882354,0.3333333333333333,Tua
620,620,2782,1961,S3,Menikah,54456000.0,0,1,2013-07-11,23,352000,0,27000,10000,0,15000,3,6,1,7,6,0,0,0,0,0,0,3,11,0,2013-08-03,53,1,0,1,0,404000,0.17647058823529413,0.5,Tua
621,621,6941,1971,S1,Lajang,31632000.0,0,0,2013-07-14,92,17000,8000,12000,11000,15000,32000,1,2,1,2,7,0,0,0,0,0,0,3,11,0,2013-10-14,43,0,0,0,0,95000,0.16666666666666666,0.2222222222222222,Tua
622,622,10972,1949,S1,Janda,72298000.0,0,0,2014-03-10,52,625000,35000,169000,58000,17000,35000,1,4,3,6,1,0,1,1,0,0,0,3,11,0,2014-05-01,65,0,0,0,2,939000,0.07142857142857142,0.8,Lansia
623,623,10708,1978,D3,Lajang,36975000.0,1,0,2013-12-28,50,10000,6000,11000,0,4000,2000,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2014-02-16,36,0,0,1,0,33000,0.2,0.125,Tua
624,624,6583,1955,D3,Menikah,72635000.0,0,0,2013-06-03,54,390000,22000,323000,104000,35000,107000,1,6,8,6,3,0,0,0,1,0,0,3,11,0,2013-07-27,59,1,0,0,1,981000,0.047619047619047616,0.6666666666666666,Lansia
625,625,3641,1976,S1,Menikah,13624000.0,1,0,2013-01-20,93,10000,2000,15000,2000,1000,6000,2,2,0,3,6,0,0,0,0,0,0,3,11,0,2013-04-23,38,1,0,1,0,36000,0.2857142857142857,0.25,Tua
626,626,10156,1975,S1,Lajang,84196000.0,0,1,2013-06-03,56,215000,63000,507000,231000,31000,190000,1,8,4,7,3,0,0,0,0,0,0,3,11,0,2013-07-29,39,0,0,1,0,1237000,0.05,0.7272727272727273,Tua
627,627,4299,1960,S1,Bertunangan,70971000.0,0,1,2012-09-21,28,1001000,17000,572000,93000,125000,17000,7,11,11,5,7,0,0,0,0,0,0,3,11,1,2012-10-19,54,1,0,1,0,1825000,0.20588235294117646,0.6111111111111112,Tua
628,628,3469,1977,S3,Cerai,34487000.0,1,1,2012-09-06,94,19000,18000,33000,24000,1000,8000,3,3,0,3,9,0,0,0,0,0,0,3,11,0,2012-12-09,37,0,0,2,0,103000,0.3333333333333333,0.25,Tua
629,629,5063,1977,S1,Lajang,28769000.0,1,0,2012-12-18,76,41000,5000,129000,10000,3000,3000,3,4,1,4,9,0,0,0,0,0,0,3,11,0,2013-03-04,37,0,0,1,0,191000,0.25,0.3076923076923077,Tua
630,630,10727,1970,S3,Menikah,69084000.0,1,0,2013-11-19,43,1181000,107000,199000,39000,30000,30000,2,7,3,13,8,0,0,0,0,0,0,3,11,0,2014-01-01,44,1,0,1,0,1586000,0.08,0.4666666666666667,Tua
631,631,9624,1958,S3,Bertunangan,65488000.0,0,0,2014-06-13,46,603000,45000,207000,36000,18000,54000,1,3,4,6,1,0,0,0,0,0,0,3,11,0,2014-07-29,56,1,0,0,0,963000,0.07142857142857142,0.75,Lansia
632,632,5156,1970,D3,Menikah,62466000.0,0,1,2014-01-15,13,129000,129000,259000,168000,121000,83000,5,6,3,12,4,0,0,0,0,0,0,3,11,0,2014-01-28,44,1,0,1,0,889000,0.19230769230769232,0.6,Tua
633,633,4376,1960,D3,Lajang,32218000.0,0,0,2014-02-15,27,10000,24000,15000,13000,1000,30000,1,2,1,3,7,1,0,0,0,0,0,3,11,1,2014-03-14,54,0,0,0,1,93000,0.14285714285714285,0.2222222222222222,Tua
634,634,8923,1973,S1,Lajang,83917000.0,0,0,2013-04-18,12,514000,22000,732000,42000,198000,79000,1,6,7,7,3,0,0,0,0,0,0,3,11,1,2013-04-30,41,0,0,0,0,1587000,0.047619047619047616,0.6666666666666666,Tua
635,635,8461,1962,S1,Cerai,46102000.0,2,1,2014-03-10,3,14000,0,1000,0,0,1000,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2014-03-13,52,0,0,3,0,16000,0.25,0.125,Tua
636,636,6945,1952,S1,Lajang,84574000.0,0,0,2013-06-04,72,387000,20000,713000,38000,54000,163000,1,9,11,11,5,0,0,0,0,0,0,3,11,0,2013-08-15,62,0,0,0,0,1375000,0.03125,0.6428571428571429,Lansia
637,637,944,1962,S1,Menikah,56181000.0,0,1,2013-01-08,6,121000,103000,69000,8000,44000,48000,1,4,2,7,4,0,0,0,0,0,0,3,11,0,2013-01-14,52,1,0,1,0,393000,0.07142857142857142,0.5,Tua
638,638,1907,1950,S2,Cerai,63120000.0,0,1,2012-09-28,53,965000,69000,279000,54000,41000,69000,5,8,4,9,7,0,0,0,0,0,0,3,11,1,2012-11-20,64,0,0,1,0,1477000,0.19230769230769232,0.5333333333333333,Lansia
639,639,701,1971,S1,Menikah,73691000.0,0,1,2013-11-06,58,707000,21000,250000,85000,43000,73000,2,6,2,8,2,1,0,0,0,0,0,3,11,0,2014-01-03,43,1,0,1,1,1179000,0.1111111111111111,0.75,Tua
640,640,3856,1960,S1,Bertunangan,63381000.0,0,1,2012-10-05,78,571000,50000,142000,33000,50000,159000,4,4,5,13,2,0,0,0,0,0,0,3,11,0,2012-12-22,54,1,0,1,0,1005000,0.15384615384615385,0.6666666666666666,Tua
641,641,4149,1948,S3,Bertunangan,76140000.0,0,0,2014-05-13,57,586000,66000,653000,17000,0,26000,1,5,9,6,2,0,0,0,0,0,0,3,11,0,2014-07-09,66,1,0,0,0,1348000,0.047619047619047616,0.7142857142857143,Lansia
642,642,2131,1959,S3,Cerai,62859000.0,0,1,2012-12-30,37,1063000,89000,102000,16000,12000,25000,4,9,4,6,6,0,0,0,0,0,0,3,11,0,2013-02-05,55,0,0,1,0,1307000,0.17391304347826086,0.6,Tua
643,643,2942,1964,S1,Lajang,45906000.0,0,1,2013-05-07,20,305000,3000,27000,4000,3000,144000,2,5,4,4,5,1,0,0,0,0,0,3,11,0,2013-05-27,50,0,0,1,1,486000,0.13333333333333333,0.5,Tua
644,644,1173,1947,S2,Bertunangan,77632000.0,0,0,2013-03-10,73,1200000,105000,758000,0,42000,147000,1,4,2,6,2,0,1,1,0,0,0,3,11,1,2013-05-22,67,1,0,0,2,2252000,0.07692307692307693,0.6666666666666666,Lansia
645,645,4381,1971,S3,Menikah,46463000.0,1,1,2013-08-18,56,163000,2000,40000,8000,11000,11000,7,3,1,6,6,0,0,0,0,0,0,3,11,0,2013-10-13,43,1,0,2,0,235000,0.4117647058823529,0.3333333333333333,Tua
646,646,4611,1970,S1,Bertunangan,105471000.0,0,0,2013-01-21,36,1009000,181000,104000,202000,21000,207000,0,9,8,13,3,0,0,1,1,0,0,3,11,1,2013-02-26,44,1,0,0,2,1724000,0.0,0.75,Tua
647,647,3376,1970,S2,Cerai,55282000.0,1,0,2013-12-13,9,125000,6000,73000,8000,4000,19000,1,3,1,6,4,0,0,0,0,0,0,3,11,0,2013-12-22,44,0,0,1,0,235000,0.09090909090909091,0.42857142857142855,Tua
648,648,4679,1977,S2,Menikah,78710000.0,0,1,2014-05-23,42,721000,0,152000,119000,50000,50000,3,7,6,12,4,0,0,0,0,0,0,3,11,0,2014-07-04,37,1,0,1,0,1092000,0.10714285714285714,0.6363636363636364,Tua
649,649,10928,1958,S1,Bertunangan,66886000.0,0,1,2013-09-16,28,315000,4000,62000,41000,31000,146000,2,7,1,7,5,0,0,0,0,0,0,3,11,0,2013-10-14,56,1,0,1,0,599000,0.11764705882352941,0.5833333333333334,Lansia
650,650,4248,1960,S2,Lajang,98777000.0,0,0,2014-02-17,23,1000000,19000,711000,125000,115000,38000,0,4,6,9,1,0,1,0,0,0,0,3,11,0,2014-03-12,54,0,0,0,1,2008000,0.0,0.8,Tua
651,651,6728,1985,S1,Bertunangan,29103000.0,1,0,2012-08-27,38,16000,0,17000,6000,3000,6000,2,1,0,3,9,0,0,0,0,0,0,3,11,0,2012-10-04,29,1,0,1,0,48000,0.3333333333333333,0.1,Muda
652,652,6661,1974,S1,Menikah,67445000.0,0,1,2012-08-12,63,757000,80000,217000,29000,80000,11000,5,9,6,12,6,0,0,0,0,0,0,3,11,0,2012-10-14,40,1,0,1,0,1174000,0.15625,0.6,Tua
653,653,4725,1950,S3,Bertunangan,50616000.0,0,1,2014-04-13,71,30000,2000,25000,0,1000,9000,1,1,1,4,2,0,0,0,0,0,0,3,11,0,2014-06-23,64,1,0,1,0,67000,0.14285714285714285,0.3333333333333333,Lansia
654,654,3277,1955,S1,Cerai,49431000.0,0,1,2012-08-03,9,219000,3000,100000,26000,0,17000,2,7,1,5,8,0,0,0,0,0,0,3,11,0,2012-08-12,59,0,0,1,0,365000,0.13333333333333333,0.4666666666666667,Lansia
656,656,2564,1953,S1,Bertunangan,61278000.0,0,1,2014-01-04,87,111000,3000,28000,2000,6000,15000,2,3,1,4,6,0,0,0,0,0,0,3,11,0,2014-04-01,61,1,0,1,0,165000,0.2,0.3333333333333333,Lansia
657,657,946,1958,D3,Bertunangan,26490000.0,0,0,2012-09-22,92,45000,47000,52000,21000,20000,25000,2,3,1,5,6,0,0,0,0,0,0,3,11,0,2012-12-23,56,1,0,0,0,210000,0.18181818181818182,0.3333333333333333,Lansia
658,658,3867,1947,S3,Bertunangan,73059000.0,0,1,2013-08-31,36,410000,112000,420000,0,82000,71000,1,9,3,13,4,0,0,0,0,0,0,3,11,0,2013-10-06,67,1,0,1,0,1095000,0.038461538461538464,0.6923076923076923,Lansia
659,659,6940,1966,S3,Lajang,46734000.0,1,2,2013-10-21,86,100000,1000,39000,6000,1000,76000,4,3,2,3,6,1,0,0,0,0,0,3,11,0,2014-01-15,48,0,0,3,1,223000,0.3333333333333333,0.3333333333333333,Tua
660,660,55,1963,S1,Bertunangan,56253000.0,0,1,2012-12-07,83,509000,0,65000,7000,11000,5000,4,7,2,9,6,0,0,0,0,0,0,3,11,0,2013-02-28,51,1,0,1,0,597000,0.18181818181818182,0.5384615384615384,Tua
661,661,7093,1985,S1,Menikah,19986000.0,1,0,2013-11-14,74,3000,6000,5000,0,2000,6000,1,0,0,3,7,0,0,0,0,0,0,3,11,0,2014-01-27,29,1,0,1,0,22000,0.25,0.0,Muda
662,662,5084,1975,S1,Janda,58330000.0,0,1,2013-12-25,87,445000,53000,213000,104000,98000,151000,1,6,4,13,4,0,0,0,0,0,0,3,11,0,2014-03-22,39,0,0,1,0,1064000,0.041666666666666664,0.6,Tua
663,663,1777,1980,SMA,Menikah,25965000.0,0,0,2012-09-07,29,2000,2000,11000,41000,7000,11000,1,2,0,3,8,0,0,0,0,0,0,3,11,0,2012-10-06,34,1,1,0,0,74000,0.16666666666666666,0.2,Tua
664,664,8162,1956,S2,Bertunangan,14661000.0,0,0,2013-01-01,88,4000,1000,11000,6000,2000,2000,1,1,0,3,6,0,0,0,0,0,0,3,11,0,2013-03-30,58,1,0,0,0,26000,0.2,0.14285714285714285,Lansia
665,665,10826,1959,S1,Menikah,18690000.0,0,0,2012-12-28,77,6000,1000,7000,23000,4000,19000,1,1,1,2,8,0,0,0,0,0,0,3,11,0,2013-03-15,55,1,0,0,0,60000,0.2,0.1111111111111111,Tua
666,666,8754,1974,S3,Bertunangan,45068000.0,0,1,2013-05-16,25,14000,0,3000,0,0,3000,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2013-06-10,40,1,0,1,0,20000,0.25,0.125,Tua
667,667,1987,1987,SMA,Lajang,21063000.0,1,0,2013-09-25,34,1000,10000,11000,19000,3000,15000,2,2,0,3,6,0,0,0,0,0,0,3,11,0,2013-10-29,27,0,1,1,0,59000,0.2857142857142857,0.25,Muda
668,668,11007,1968,S3,Menikah,29187000.0,1,0,2013-05-09,43,26000,0,6000,0,0,2000,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2013-06-21,46,1,0,1,0,34000,0.2,0.1111111111111111,Tua
669,669,7426,1971,D3,Menikah,54690000.0,1,1,2013-11-07,76,111000,16000,37000,7000,9000,18000,3,3,1,5,3,0,0,0,0,0,0,3,11,0,2014-01-22,43,1,0,2,0,198000,0.25,0.5,Tua
670,670,9153,1964,S3,Menikah,59304000.0,0,1,2013-07-29,81,418000,61000,428000,80000,51000,10000,3,7,8,10,5,0,0,0,0,0,0,3,11,0,2013-10-18,50,1,0,1,0,1048000,0.10714285714285714,0.5833333333333334,Tua
671,671,10379,1962,S2,Lajang,59247000.0,0,2,2013-11-08,87,327000,9000,122000,19000,14000,83000,5,5,2,9,6,0,0,0,0,0,0,3,11,0,2014-02-03,52,0,0,2,0,574000,0.23809523809523808,0.45454545454545453,Tua
672,672,9204,1970,S1,Janda,66731000.0,0,1,2012-09-12,33,371000,159000,194000,58000,106000,141000,4,4,3,6,3,0,0,0,0,0,0,3,11,0,2012-10-15,44,0,0,1,0,1029000,0.23529411764705882,0.5714285714285714,Tua
673,673,3197,1980,S1,Menikah,77353000.0,0,1,2013-12-16,38,275000,59000,107000,69000,101000,59000,2,6,4,8,4,0,0,0,0,0,0,3,11,0,2014-01-23,34,1,0,1,0,670000,0.1,0.6,Tua
674,674,2920,1975,S3,Lajang,52614000.0,0,1,2012-12-01,63,789000,0,142000,12000,9000,38000,2,2,4,8,8,0,0,0,0,0,0,3,11,0,2013-02-02,39,0,0,1,0,990000,0.125,0.2,Tua
675,675,6961,1974,S1,Menikah,26751000.0,2,0,2014-05-22,26,1000,1000,5000,0,3000,1000,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2014-06-17,40,1,0,2,0,11000,0.25,0.1111111111111111,Tua
676,676,4673,1963,S3,Menikah,81300000.0,0,1,2012-10-30,17,1004000,12000,145000,32000,12000,36000,3,10,3,5,5,0,0,0,1,0,0,3,11,1,2012-11-16,51,1,0,1,1,1241000,0.14285714285714285,0.6666666666666666,Tua
677,677,9937,1979,S1,Lajang,70337000.0,0,0,2014-01-02,75,187000,81000,149000,25000,43000,91000,1,2,2,12,1,0,0,0,0,0,0,3,11,0,2014-03-18,35,0,0,0,0,576000,0.058823529411764705,0.6666666666666666,Tua
678,678,8779,1985,D3,Menikah,36145000.0,1,0,2013-06-16,13,56000,4000,76000,17000,1000,18000,4,4,1,3,9,1,0,0,0,0,0,3,11,1,2013-06-29,29,1,0,1,1,172000,0.3333333333333333,0.3076923076923077,Muda
679,679,9596,1980,S3,Lajang,65295000.0,0,0,2013-12-23,19,365000,32000,117000,34000,110000,6000,1,3,3,13,2,0,0,0,0,0,0,3,11,0,2014-01-11,34,0,0,0,0,664000,0.05,0.6,Tua
680,680,2891,1963,S1,Cerai,68118000.0,0,1,2013-10-18,51,595000,23000,123000,10000,23000,154000,2,8,9,4,6,0,0,0,0,0,0,3,11,0,2013-12-08,51,0,0,1,0,928000,0.08695652173913043,0.5714285714285714,Tua
681,681,4910,1967,S1,Cerai,68743000.0,0,0,2012-08-30,81,1132000,134000,384000,175000,134000,115000,1,11,5,13,7,0,0,0,0,0,0,3,11,0,2012-11-19,47,0,0,0,0,2074000,0.03333333333333333,0.6111111111111112,Tua
682,682,75,1982,D3,Bertunangan,41039000.0,0,0,2013-07-25,32,34000,11000,137000,179000,61000,45000,1,8,1,5,8,0,0,0,0,0,0,3,11,0,2013-08-26,32,1,0,0,0,467000,0.06666666666666667,0.5,Tua
683,683,10120,1955,S1,Bertunangan,38946000.0,0,1,2013-10-24,84,116000,6000,82000,6000,6000,41000,2,3,1,6,5,0,0,0,0,0,0,3,11,0,2014-01-16,59,1,0,1,0,257000,0.16666666666666666,0.375,Lansia
684,684,6327,1967,S1,Bertunangan,65777000.0,0,0,2013-12-19,87,565000,32000,435000,28000,32000,54000,1,2,8,6,1,0,0,0,0,0,0,3,11,0,2014-03-16,47,1,0,0,0,1146000,0.058823529411764705,0.6666666666666666,Tua
685,685,10142,1976,S3,Cerai,66476000.0,0,1,2013-03-07,99,372000,18000,126000,47000,48000,78000,2,5,2,11,4,0,0,0,0,0,0,3,11,0,2013-06-14,38,0,0,1,0,689000,0.1,0.5555555555555556,Tua
686,686,9826,1972,S3,Lajang,86857000.0,0,0,2012-09-12,96,899000,102000,838000,133000,102000,40000,1,5,6,10,2,0,0,0,0,0,0,3,11,1,2012-12-17,42,0,0,0,0,2114000,0.045454545454545456,0.7142857142857143,Tua
688,688,10767,1989,S3,Bertunangan,77845000.0,0,0,2014-05-16,40,760000,40000,480000,0,40000,26000,1,3,5,12,1,0,0,1,1,0,0,3,11,0,2014-06-25,25,1,0,0,2,1346000,0.047619047619047616,0.75,Muda
689,689,7279,1969,S3,Bertunangan,69476000.0,0,0,2013-09-30,3,260000,86000,559000,63000,9000,67000,1,4,6,4,2,0,0,0,0,0,0,3,11,0,2013-10-03,45,1,0,0,0,1044000,0.06666666666666667,0.6666666666666666,Tua
690,690,7230,1960,S3,Cerai,50611000.0,0,1,2012-10-04,98,459000,0,24000,6000,0,4000,6,4,5,7,6,0,1,0,0,0,0,3,11,1,2013-01-10,54,0,0,1,1,493000,0.2727272727272727,0.4,Tua
691,691,143,1970,S1,Lajang,61209000.0,0,0,2013-08-25,73,466000,0,224000,119000,49000,99000,1,5,3,4,2,0,0,0,0,0,0,3,11,0,2013-11-06,44,0,0,0,0,957000,0.07692307692307693,0.7142857142857143,Tua
692,692,450,1958,S2,Bertunangan,42315000.0,0,1,2013-07-12,90,67000,15000,80000,17000,11000,80000,3,1,4,4,3,0,0,0,0,0,0,3,11,0,2013-10-10,56,1,0,1,0,270000,0.25,0.25,Lansia
693,693,9316,1952,SMA,Bertunangan,13084000.0,0,0,2013-11-02,29,2000,0,7000,3000,7000,10000,1,1,0,3,6,0,0,0,0,0,0,3,11,0,2013-12-01,62,1,1,0,0,29000,0.2,0.14285714285714285,Lansia
694,694,6379,1949,S2,Janda,47570000.0,1,1,2013-05-29,3,67000,1000,20000,0,2000,31000,3,2,2,2,7,0,0,0,0,0,0,3,11,1,2013-06-01,65,0,0,2,0,121000,0.3333333333333333,0.2222222222222222,Lansia
695,695,9239,1961,S2,Menikah,61923000.0,0,2,2013-07-26,94,92000,4000,18000,3000,3000,6000,1,2,1,4,3,0,0,0,0,0,0,3,11,0,2013-10-28,53,1,0,2,0,126000,0.125,0.4,Tua
696,696,8315,1995,S1,Lajang,34824000.0,0,0,2014-03-26,65,4000,2000,11000,2000,0,4000,1,1,0,2,6,0,0,0,0,0,0,3,11,0,2014-05-30,19,0,0,0,0,23000,0.25,0.14285714285714285,Muda
697,697,2868,1949,S3,Lajang,26518000.0,1,1,2013-04-08,33,20000,1000,28000,3000,3000,2000,3,2,0,3,8,0,0,0,0,0,0,3,11,1,2013-05-11,65,0,0,2,0,57000,0.375,0.2,Lansia
698,698,10888,1961,S1,Lajang,45938000.0,0,0,2013-11-03,46,273000,11000,178000,62000,83000,29000,2,8,4,6,6,0,0,0,0,0,0,3,11,0,2013-12-19,53,0,0,0,0,636000,0.1,0.5714285714285714,Tua
699,699,1277,1960,S1,Bertunangan,78468000.0,0,0,2014-04-09,29,434000,22000,388000,104000,22000,34000,1,10,7,10,4,0,0,0,1,0,0,3,11,0,2014-05-08,54,1,0,0,1,1004000,0.03571428571428571,0.7142857142857143,Tua
700,700,9977,1973,S1,Cerai,78901000.0,0,1,2013-09-17,99,321000,11000,309000,33000,26000,34000,3,9,3,5,4,0,0,0,0,0,0,3,11,0,2013-12-25,41,0,0,1,0,734000,0.15,0.6923076923076923,Tua
701,701,10196,1978,S1,Menikah,71427000.0,2,0,2014-03-12,26,212000,123000,177000,15000,64000,23000,2,8,2,8,4,0,0,0,0,0,0,3,11,0,2014-04-07,36,1,0,2,0,614000,0.1,0.6666666666666666,Tua
702,702,6384,1978,S1,Cerai,71022000.0,0,1,2014-02-11,30,909000,12000,278000,0,12000,242000,3,5,2,11,8,1,0,0,0,0,0,3,11,0,2014-03-13,36,0,0,1,1,1453000,0.14285714285714285,0.38461538461538464,Tua
703,703,8029,1988,S2,Lajang,90247000.0,0,0,2014-04-29,27,1184000,32000,352000,21000,16000,16000,1,3,4,7,1,0,1,1,1,0,0,3,11,1,2014-05-26,26,0,0,0,3,1621000,0.06666666666666667,0.75,Muda
704,704,968,1968,S2,Cerai,41335000.0,1,0,2013-12-26,24,112000,19000,21000,16000,14000,5000,3,4,1,4,7,0,0,0,0,0,0,3,11,0,2014-01-19,46,0,0,1,0,187000,0.25,0.36363636363636365,Tua
705,705,6988,1986,S1,Menikah,71952000.0,1,0,2013-01-10,93,656000,80000,455000,52000,107000,93000,2,8,4,8,4,1,0,1,0,0,0,3,11,0,2013-04-13,28,1,0,1,2,1443000,0.09090909090909091,0.6666666666666666,Muda
706,706,4472,1970,S3,Cerai,35682000.0,1,0,2014-06-27,34,23000,0,8000,6000,2000,18000,1,1,1,3,2,0,0,0,0,0,0,3,11,0,2014-07-31,44,0,0,1,0,57000,0.16666666666666666,0.3333333333333333,Tua
707,707,6991,1951,S1,Cerai,43185000.0,0,1,2013-04-10,88,537000,6000,42000,16000,6000,30000,2,9,3,6,8,0,0,0,0,0,0,3,11,0,2013-07-07,63,0,0,1,0,637000,0.1,0.5294117647058824,Lansia
708,708,3336,1948,S3,Bertunangan,66375000.0,0,1,2013-11-21,96,712000,0,45000,0,0,191000,3,2,4,5,7,1,0,0,0,0,0,3,11,0,2014-02-25,66,1,0,1,1,948000,0.21428571428571427,0.2222222222222222,Lansia
709,709,4301,1971,S2,Menikah,35178000.0,1,0,2013-01-10,10,23000,1000,13000,2000,2000,18000,1,1,1,2,7,1,0,0,0,0,0,3,11,1,2013-01-20,43,1,0,1,1,59000,0.2,0.125,Tua
710,710,1940,1986,S1,Menikah,25252000.0,1,0,2013-07-12,26,1000,3000,4000,2000,2000,6000,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2013-08-07,28,1,0,1,0,18000,0.25,0.1111111111111111,Muda
711,711,1272,1965,S2,Lajang,55250000.0,0,1,2012-10-21,49,664000,58000,83000,32000,0,66000,4,7,5,10,5,0,0,0,0,0,0,3,11,0,2012-12-09,49,0,0,1,0,903000,0.15384615384615385,0.5833333333333334,Tua
712,712,1388,1975,S1,Lajang,33249000.0,1,0,2013-02-20,11,6000,10000,21000,19000,14000,42000,2,2,1,3,6,0,0,0,0,0,0,3,11,0,2013-03-03,39,0,0,1,0,112000,0.25,0.25,Tua
713,713,1044,1953,S1,Bertunangan,58398000.0,0,0,2013-05-14,44,299000,5000,201000,21000,21000,49000,3,5,4,8,4,0,0,0,0,0,0,3,11,0,2013-06-27,61,1,0,0,0,596000,0.15,0.5555555555555556,Lansia
714,714,6969,1982,S1,Bertunangan,50272000.0,1,0,2013-08-07,75,99000,13000,66000,43000,8000,4000,3,4,1,5,7,0,0,0,0,0,0,3,11,0,2013-10-21,32,1,0,1,0,233000,0.23076923076923078,0.36363636363636365,Tua
715,715,10479,1975,S3,Menikah,76618000.0,0,0,2012-12-07,64,749000,40000,294000,121000,160000,147000,1,3,2,5,1,0,0,0,0,0,0,3,11,0,2013-02-09,39,1,0,0,0,1511000,0.09090909090909091,0.75,Tua
716,716,3619,1960,D3,Cerai,87305000.0,0,0,2012-09-23,19,345000,25000,501000,63000,138000,80000,1,5,3,8,2,0,0,1,0,0,0,3,11,1,2012-10-12,54,0,0,0,1,1152000,0.058823529411764705,0.7142857142857143,Tua
717,717,1715,1978,S1,Bertunangan,25851000.0,1,0,2013-02-11,45,9000,4000,18000,7000,5000,5000,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2013-03-28,36,1,0,1,0,48000,0.2857142857142857,0.2222222222222222,Tua
718,718,10159,1970,S1,Cerai,58710000.0,0,1,2013-03-31,77,440000,81000,368000,0,122000,174000,6,11,5,9,6,0,0,0,0,0,0,3,11,0,2013-06-16,44,0,0,1,0,1185000,0.1935483870967742,0.6470588235294118,Tua
719,719,1463,1958,S1,Lajang,45160000.0,1,1,2014-03-29,9,8000,2000,5000,3000,0,3000,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2014-04-07,56,0,0,2,0,21000,0.25,0.125,Lansia
720,720,5114,1965,S2,Menikah,74806000.0,0,1,2012-12-19,1,670000,9000,249000,0,28000,9000,2,5,4,5,4,0,0,0,0,0,0,3,11,0,2012-12-20,49,1,0,1,0,965000,0.125,0.5555555555555556,Tua
721,721,4990,1954,S1,Menikah,59111000.0,0,0,2013-05-02,90,524000,0,134000,28000,28000,155000,1,11,1,8,7,0,0,0,0,0,0,3,11,0,2013-07-31,60,1,0,0,0,869000,0.047619047619047616,0.6111111111111112,Lansia
722,722,4329,1984,S3,Menikah,18988000.0,1,0,2014-05-23,43,6000,0,6000,2000,1000,1000,2,1,0,3,7,0,0,0,0,0,0,3,11,0,2014-07-05,30,1,0,1,0,16000,0.3333333333333333,0.125,Muda
723,723,10936,1965,S1,Menikah,72190000.0,0,0,2013-02-13,79,597000,166000,597000,172000,166000,249000,1,5,6,4,3,0,0,0,0,0,0,3,11,0,2013-05-03,49,1,0,0,0,1947000,0.0625,0.625,Tua
724,724,4692,1976,S1,Menikah,7500000.0,1,0,2012-08-01,19,7000,0,12000,13000,7000,32000,5,4,1,2,9,1,0,0,0,0,0,3,11,1,2012-08-20,38,1,0,1,1,71000,0.4166666666666667,0.3076923076923077,Tua
725,725,7212,1966,S1,Menikah,44794000.0,0,1,2014-06-08,99,54000,0,7000,0,0,4000,1,2,0,3,6,0,0,0,0,0,0,3,11,0,2014-09-15,48,1,0,1,0,65000,0.16666666666666666,0.25,Tua
726,726,6086,1955,S1,Menikah,80395000.0,0,0,2013-11-23,62,445000,25000,706000,80000,76000,48000,1,6,5,12,2,0,0,0,1,0,0,3,11,0,2014-01-24,59,1,0,0,1,1380000,0.041666666666666664,0.75,Lansia
727,727,437,1976,S2,Cerai,75012000.0,0,0,2014-01-25,41,294000,142000,218000,164000,58000,151000,1,3,8,11,1,0,0,0,0,0,0,3,11,0,2014-03-07,38,0,0,0,0,1027000,0.043478260869565216,0.75,Tua
